Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
59       Motor            M2            Rajshahi      Bogra   103      July   Week2   2009
133       Freeze            M5            Jessore      Bogra   85      July   Week2   2009
120       Watch            M9            Sylhet      Bogra   110      July   Week2   2009
60       Fan            M6            Barisal      Bogra   104      July   Week2   2009
125       CPU            M4            Rangpur      Bogra   56      July   Week2   2009
100       TV            M8            Bogra      Bogra   86      July   Week2   2009
51       Car            M2            Sylhet      Bogra   43      July   Week2   2009
140       Car            M9            Dhaka      Bogra   34      July   Week2   2009
125       CPU            M4            Bogra      Bogra   99      July   Week3   2009
134       RAM            M6            Khulna      Bogra   83      July   Week3   2009
118       RAM            M9            Jessore      Bogra   27      July   Week3   2009
38       Fan            M5            Chittagong      Bogra   65      July   Week3   2009
112       CPU            M0            Barisal      Bogra   45      July   Week3   2009
154       Motor            M1            Jessore      Bogra   73      July   Week3   2009
149       RAM            M1            Chittagong      Bogra   106      July   Week3   2009
101       Freeze            M6            Rajshahi      Bogra   117      July   Week3   2009
185       Car            M5            Barisal      Bogra   71      July   Week3   2009
133       Freeze            M5            Jessore      Bogra   25      July   Week3   2009
194       Car            M6            Barisal      Bogra   60      July   Week4   2009
37       Motor            M9            Jessore      Bogra   37      July   Week4   2009
159       Mobile            M8            Rangpur      Bogra   59      July   Week4   2009
36       Motor            M8            Mymensingh      Bogra   40      July   Week4   2009
138       Motor            M6            Sylhet      Bogra   40      July   Week4   2009
82       CPU            M9            Sylhet      Bogra   87      July   Week4   2009
140       Car            M9            Dhaka      Bogra   29      July   Week4   2009
125       CPU            M4            Jessore      Bogra   29      July   Week4   2009
116       Motor            M0            Jessore      Bogra   67      July   Week4   2009
177       Computer            M0            Barisal      Bogra   21      July   Week4   2009
51       Car            M2            Barisal      Bogra   71      July   Week1   2009
99       Fan            M7            Dhaka      Bogra   35      July   Week1   2009
99       Fan            M7            Jessore      Bogra   97      July   Week1   2009
95       CPU            M7            Jessore      Bogra   36      July   Week1   2009
62       CPU            M1            Rangpur      Bogra   107      July   Week1   2009
107       RAM            M3            Jessore      Bogra   37      July   Week1   2009
77       CPU            M3            Dhaka      Bogra   58      July   Week1   2009
116       Motor            M0            Rajshahi      Bogra   64      July   Week1   2009
57       Freeze            M4            Bogra      Bogra   103      July   Week1   2009
72       Watch            M7            Sylhet      Bogra   52      July   Week1   2009
100       TV            M8            Barisal      Bogra   114      July   Week2   2009
82       CPU            M9            Jessore      Bogra   40      July   Week2   2009
107       RAM            M3            Dhaka      Bogra   53      July   Week2   2009
132       Watch            M8            Dhaka      Bogra   100      July   Week2   2009
146       Fan            M9            Bogra      Bogra   28      July   Week2   2009
81       Watch            M6            Bogra      Bogra   102      July   Week2   2009
125       CPU            M4            Barisal      Bogra   94      July   Week2   2009
60       Fan            M6            Mymensingh      Bogra   37      July   Week2   2009
106       Fan            M4            Mymensingh      Bogra   74      July   Week2   2009
154       Motor            M1            Rangpur      Bogra   56      July   Week2   2009
111       Car            M0            Bogra      Bogra   29      August   Week1   2009
164       Mobile            M4            Mymensingh      Bogra   23      August   Week1   2009
134       RAM            M6            Mymensingh      Bogra   54      August   Week1   2009
181       Car            M4            Bogra      Bogra   115      August   Week1   2009
19       CPU            M8            Barisal      Bogra   68      August   Week1   2009
189       Fan            M8            Mymensingh      Bogra   53      August   Week1   2009
72       Watch            M7            Rangpur      Bogra   113      August   Week1   2009
81       Watch            M6            Dhaka      Bogra   59      August   Week1   2009
72       Watch            M7            Khulna      Bogra   85      August   Week1   2009
89       TV            M7            Mymensingh      Bogra   93      August   Week1   2009
139       CPU            M5            Jessore      Bogra   62      August   Week2   2009
133       Freeze            M5            Khulna      Bogra   39      August   Week2   2009
88       Fan            M1            Barisal      Bogra   97      August   Week2   2009
77       CPU            M3            Mymensingh      Bogra   45      August   Week2   2009
43       TV            M6            Sylhet      Bogra   51      August   Week2   2009
177       Computer            M0            Bogra      Bogra   109      August   Week2   2009
26       Fan            M0            Jessore      Bogra   52      August   Week2   2009
133       Freeze            M5            Bogra      Bogra   114      August   Week2   2009
72       Watch            M7            Mymensingh      Bogra   30      August   Week2   2009
43       TV            M6            Rangpur      Bogra   23      August   Week2   2009
134       RAM            M6            Rajshahi      Bogra   38      August   Week3   2009
103       Car            M8            Rajshahi      Bogra   75      August   Week3   2009
106       Fan            M4            Khulna      Bogra   88      August   Week3   2009
72       Watch            M7            Mymensingh      Bogra   78      August   Week3   2009
107       RAM            M3            Khulna      Bogra   110      August   Week3   2009
36       Motor            M8            Jessore      Bogra   74      August   Week3   2009
118       RAM            M9            Rangpur      Bogra   117      August   Week3   2009
82       CPU            M9            Khulna      Bogra   34      August   Week3   2009
87       Mobile            M3            Dhaka      Bogra   30      August   Week3   2009
146       Fan            M9            Mymensingh      Bogra   57      August   Week3   2009
106       Fan            M4            Rangpur      Bogra   45      August   Week4   2009
132       Watch            M8            Bogra      Bogra   27      August   Week4   2009
82       CPU            M9            Chittagong      Bogra   92      August   Week4   2009
182       CPU            M2            Rajshahi      Bogra   77      August   Week4   2009
74       Car            M7            Sylhet      Bogra   36      August   Week4   2009
189       Fan            M8            Bogra      Bogra   57      August   Week4   2009
127       Motor            M5            Sylhet      Bogra   29      August   Week4   2009
194       Car            M6            Chittagong      Bogra   86      August   Week4   2009
106       Fan            M4            Barisal      Bogra   89      August   Week4   2009
132       Watch            M8            Rangpur      Bogra   63      August   Week4   2009
88       Fan            M1            Rajshahi      Bogra   45      August   Week1   2009
88       Fan            M1            Bogra      Bogra   44      August   Week1   2009
89       TV            M7            Chittagong      Bogra   77      August   Week1   2009
138       Motor            M6            Barisal      Bogra   54      August   Week1   2009
140       Car            M9            Chittagong      Bogra   75      August   Week1   2009
112       CPU            M0            Barisal      Bogra   42      August   Week1   2009
140       Car            M9            Khulna      Bogra   72      August   Week1   2009
19       CPU            M8            Rangpur      Bogra   110      August   Week1   2009
146       Fan            M9            Khulna      Bogra   33      August   Week1   2009
120       Watch            M9            Bogra      Bogra   78      August   Week1   2009
49       Mobile            M0            Bogra      Bogra   86      August   Week2   2009
42       RAM            M5            Barisal      Bogra   79      August   Week2   2009
72       Watch            M7            Jessore      Bogra   25      August   Week2   2009
81       Watch            M6            Bogra      Bogra   86      August   Week2   2009
164       Mobile            M4            Jessore      Bogra   31      August   Week2   2009
138       Motor            M6            Jessore      Bogra   44      August   Week2   2009
51       Car            M2            Khulna      Bogra   36      August   Week2   2009
106       Fan            M4            Dhaka      Bogra   67      August   Week2   2009
112       CPU            M0            Jessore      Bogra   90      August   Week2   2009
74       Car            M7            Barisal      Bogra   63      August   Week2   2009
81       Watch            M6            Rangpur      Bogra   50      August   Week3   2009
72       Watch            M7            Mymensingh      Bogra   97      August   Week3   2009
188       CPU            M6            Dhaka      Bogra   116      August   Week3   2009
62       CPU            M1            Rajshahi      Bogra   58      August   Week3   2009
60       Fan            M6            Jessore      Bogra   55      August   Week3   2009
99       Fan            M7            Dhaka      Bogra   83      August   Week3   2009
37       Motor            M9            Mymensingh      Bogra   66      August   Week3   2009
92       Watch            M1            Sylhet      Bogra   90      August   Week3   2009
140       Car            M9            Chittagong      Bogra   74      August   Week3   2009
99       Fan            M7            Jessore      Bogra   39      August   Week3   2009
92       Watch            M1            Barisal      Bogra   97      August   Week4   2009
189       Fan            M8            Jessore      Bogra   91      August   Week4   2009
92       Watch            M1            Mymensingh      Bogra   68      August   Week4   2009
107       RAM            M3            Mymensingh      Bogra   79      August   Week4   2009
194       Car            M6            Dhaka      Bogra   40      August   Week4   2009
103       Car            M8            Chittagong      Bogra   61      August   Week4   2009
107       RAM            M3            Barisal      Bogra   70      August   Week4   2009
149       RAM            M1            Barisal      Bogra   56      August   Week4   2009
194       Car            M6            Mymensingh      Bogra   26      August   Week4   2009
88       Fan            M1            Jessore      Bogra   103      August   Week4   2009
81       Watch            M6            Khulna      Bogra   110      August   Week1   2009
164       Mobile            M4            Bogra      Bogra   58      August   Week1   2009
74       Car            M7            Chittagong      Bogra   90      August   Week1   2009
63       Freeze            M1            Rangpur      Bogra   90      August   Week1   2009
63       Freeze            M1            Jessore      Bogra   92      August   Week1   2009
118       RAM            M9            Jessore      Bogra   45      August   Week1   2009
103       Car            M8            Jessore      Bogra   37      August   Week1   2009
77       CPU            M3            Jessore      Bogra   34      August   Week1   2009
60       Fan            M6            Jessore      Bogra   26      August   Week1   2009
154       Motor            M1            Chittagong      Bogra   76      August   Week1   2009
125       CPU            M4            Barisal      Bogra   75      August   Week2   2009
107       RAM            M3            Mymensingh      Bogra   47      August   Week2   2009
37       Motor            M9            Dhaka      Bogra   50      August   Week2   2009
91       Watch            M3            Chittagong      Bogra   85      August   Week2   2009
140       Car            M9            Khulna      Bogra   84      August   Week2   2009
52       Fan            M2            Jessore      Bogra   45      August   Week2   2009
91       Watch            M3            Jessore      Bogra   113      August   Week2   2009
36       Motor            M8            Rangpur      Bogra   70      August   Week2   2009
134       RAM            M6            Bogra      Bogra   108      August   Week2   2009
74       Car            M7            Barisal      Bogra   80      August   Week2   2009
106       Fan            M4            Rangpur      Bogra   63      September   Week1   2009
152       RAM            M2            Rangpur      Bogra   104      September   Week1   2009
140       Car            M9            Chittagong      Bogra   34      September   Week1   2009
134       RAM            M6            Dhaka      Bogra   75      September   Week1   2009
89       TV            M7            Barisal      Bogra   88      September   Week1   2009
132       Watch            M8            Rangpur      Bogra   27      September   Week1   2009
114       TV            M4            Mymensingh      Bogra   47      September   Week1   2009
88       Fan            M1            Sylhet      Bogra   55      September   Week1   2009
57       Freeze            M4            Bogra      Bogra   108      September   Week1   2009
88       Fan            M1            Jessore      Bogra   82      September   Week1   2009
107       RAM            M3            Khulna      Bogra   39      September   Week2   2009
127       Motor            M5            Mymensingh      Bogra   116      September   Week2   2009
111       Car            M0            Rangpur      Bogra   114      September   Week2   2009
138       Motor            M6            Bogra      Bogra   50      September   Week2   2009
125       CPU            M4            Rangpur      Bogra   70      September   Week2   2009
182       CPU            M2            Chittagong      Bogra   90      September   Week2   2009
146       Fan            M9            Khulna      Bogra   103      September   Week2   2009
185       Car            M5            Barisal      Bogra   116      September   Week2   2009
60       Fan            M6            Khulna      Bogra   36      September   Week2   2009
89       TV            M7            Chittagong      Bogra   45      September   Week2   2009
182       CPU            M2            Khulna      Bogra   40      September   Week3   2009
127       Motor            M5            Sylhet      Bogra   30      September   Week3   2009
77       CPU            M3            Bogra      Bogra   104      September   Week3   2009
152       RAM            M2            Mymensingh      Bogra   52      September   Week3   2009
125       CPU            M4            Dhaka      Bogra   58      September   Week3   2009
77       CPU            M3            Rajshahi      Bogra   116      September   Week3   2009
99       Fan            M7            Dhaka      Bogra   75      September   Week3   2009
19       CPU            M8            Barisal      Bogra   84      September   Week3   2009
127       Motor            M5            Mymensingh      Bogra   96      September   Week3   2009
106       Fan            M4            Rangpur      Bogra   100      September   Week3   2009
19       CPU            M8            Khulna      Bogra   25      September   Week4   2009
71       TV            M3            Jessore      Bogra   21      September   Week4   2009
57       Freeze            M4            Bogra      Bogra   29      September   Week4   2009
37       Motor            M9            Mymensingh      Bogra   113      September   Week4   2009
104       Computer            M7            Barisal      Bogra   94      September   Week4   2009
125       CPU            M4            Sylhet      Bogra   43      September   Week4   2009
37       Motor            M9            Barisal      Bogra   64      September   Week4   2009
88       Fan            M1            Rangpur      Bogra   118      September   Week4   2009
138       Motor            M6            Barisal      Bogra   94      September   Week4   2009
120       Watch            M9            Rajshahi      Bogra   34      September   Week4   2009
79       Fan            M3            Mymensingh      Bogra   118      September   Week1   2009
150       Watch            M0            Rangpur      Bogra   84      September   Week1   2009
60       Fan            M6            Barisal      Bogra   109      September   Week1   2009
146       Fan            M9            Rajshahi      Bogra   113      September   Week1   2009
99       Fan            M7            Rajshahi      Bogra   75      September   Week1   2009
62       CPU            M1            Khulna      Bogra   119      September   Week1   2009
103       Car            M8            Sylhet      Bogra   90      September   Week1   2009
112       CPU            M0            Chittagong      Bogra   106      September   Week1   2009
26       Fan            M0            Mymensingh      Bogra   87      September   Week1   2009
38       Fan            M5            Rangpur      Bogra   94      September   Week1   2009
182       CPU            M2            Bogra      Bogra   90      September   Week2   2009
19       CPU            M8            Bogra      Bogra   71      September   Week2   2009
59       Motor            M2            Chittagong      Bogra   109      September   Week2   2009
134       RAM            M6            Jessore      Bogra   23      September   Week2   2009
139       CPU            M5            Barisal      Bogra   69      September   Week2   2009
71       TV            M3            Barisal      Bogra   37      September   Week2   2009
100       TV            M8            Mymensingh      Bogra   71      September   Week2   2009
19       CPU            M8            Rajshahi      Bogra   20      September   Week2   2009
120       Watch            M9            Sylhet      Bogra   23      September   Week2   2009
118       RAM            M9            Jessore      Bogra   71      September   Week2   2009
138       Motor            M6            Bogra      Bogra   67      September   Week3   2009
104       Computer            M7            Jessore      Bogra   70      September   Week3   2009
38       Fan            M5            Mymensingh      Bogra   79      September   Week3   2009
52       Fan            M2            Sylhet      Bogra   43      September   Week3   2009
72       Watch            M7            Bogra      Bogra   62      September   Week3   2009
72       Watch            M7            Jessore      Bogra   93      September   Week3   2009
99       Fan            M7            Bogra      Bogra   75      September   Week3   2009
177       Computer            M0            Bogra      Bogra   59      September   Week3   2009
172       Watch            M4            Rangpur      Bogra   60      September   Week3   2009
159       Mobile            M8            Jessore      Bogra   113      September   Week3   2009
99       Fan            M7            Jessore      Bogra   45      September   Week4   2009
49       Mobile            M0            Mymensingh      Bogra   92      September   Week4   2009
52       Fan            M2            Mymensingh      Bogra   32      September   Week4   2009
99       Fan            M7            Bogra      Bogra   58      September   Week4   2009
120       Watch            M9            Mymensingh      Bogra   98      September   Week4   2009
125       CPU            M4            Jessore      Bogra   90      September   Week4   2009
177       Computer            M0            Sylhet      Bogra   88      September   Week4   2009
188       CPU            M6            Bogra      Bogra   23      September   Week4   2009
106       Fan            M4            Rajshahi      Bogra   110      September   Week4   2009
157       RAM            M8            Sylhet      Bogra   33      September   Week4   2009
60       Fan            M6            Rangpur      Bogra   38      September   Week1   2009
139       CPU            M5            Khulna      Bogra   109      September   Week1   2009
125       CPU            M4            Sylhet      Bogra   29      September   Week1   2009
119       Mobile            M9            Rajshahi      Bogra   41      September   Week1   2009
81       Watch            M6            Mymensingh      Bogra   31      September   Week1   2009
111       Car            M0            Dhaka      Bogra   52      September   Week1   2009
114       TV            M4            Jessore      Bogra   70      September   Week1   2009
145       TV            M0            Barisal      Bogra   33      September   Week1   2009
87       Mobile            M3            Sylhet      Bogra   51      September   Week1   2009
62       CPU            M1            Barisal      Bogra   60      September   Week1   2009
70       Freeze            M0            Bogra      Bogra   118      September   Week2   2009
36       Motor            M8            Barisal      Bogra   102      September   Week2   2009
77       CPU            M3            Bogra      Bogra   53      September   Week2   2009
150       Watch            M0            Jessore      Bogra   109      September   Week2   2009
89       TV            M7            Rajshahi      Bogra   33      September   Week2   2009
134       RAM            M6            Chittagong      Bogra   108      September   Week2   2009
81       Watch            M6            Jessore      Bogra   95      September   Week2   2009
120       Watch            M9            Khulna      Bogra   74      September   Week2   2009
37       Motor            M9            Bogra      Bogra   103      September   Week2   2009
60       Fan            M6            Bogra      Bogra   83      September   Week2   2009
36       Motor            M8            Khulna      Bogra   71      October   Week1   2009
146       Fan            M9            Dhaka      Bogra   76      October   Week1   2009
101       Freeze            M6            Mymensingh      Bogra   60      October   Week1   2009
36       Motor            M8            Mymensingh      Bogra   59      October   Week1   2009
119       Mobile            M9            Sylhet      Bogra   110      October   Week1   2009
37       Motor            M9            Barisal      Bogra   64      October   Week1   2009
114       TV            M4            Bogra      Bogra   67      October   Week1   2009
42       RAM            M5            Rajshahi      Bogra   107      October   Week1   2009
125       CPU            M4            Bogra      Bogra   80      October   Week1   2009
38       Fan            M5            Bogra      Bogra   59      October   Week1   2009
95       CPU            M7            Barisal      Bogra   62      October   Week2   2009
38       Fan            M5            Bogra      Bogra   69      October   Week2   2009
111       Car            M0            Rangpur      Bogra   85      October   Week2   2009
72       Watch            M7            Mymensingh      Bogra   56      October   Week2   2009
88       Fan            M1            Rajshahi      Bogra   115      October   Week2   2009
59       Motor            M2            Rajshahi      Bogra   51      October   Week2   2009
72       Watch            M7            Rajshahi      Bogra   65      October   Week2   2009
26       Fan            M0            Bogra      Bogra   82      October   Week2   2009
112       CPU            M0            Rajshahi      Bogra   99      October   Week2   2009
101       Freeze            M6            Jessore      Bogra   70      October   Week2   2009
149       RAM            M1            Jessore      Bogra   27      October   Week3   2009
49       Mobile            M0            Jessore      Bogra   32      October   Week3   2009
62       CPU            M1            Mymensingh      Bogra   62      October   Week3   2009
82       CPU            M9            Mymensingh      Bogra   105      October   Week3   2009
72       Watch            M7            Rangpur      Bogra   52      October   Week3   2009
72       Watch            M7            Jessore      Bogra   111      October   Week3   2009
106       Fan            M4            Rangpur      Bogra   115      October   Week3   2009
74       Car            M7            Jessore      Bogra   46      October   Week3   2009
72       Watch            M7            Barisal      Bogra   24      October   Week3   2009
82       CPU            M9            Jessore      Bogra   87      October   Week3   2009
42       RAM            M5            Barisal      Bogra   44      October   Week4   2009
134       RAM            M6            Barisal      Bogra   79      October   Week4   2009
59       Motor            M2            Khulna      Bogra   27      October   Week4   2009
82       CPU            M9            Khulna      Bogra   36      October   Week4   2009
107       RAM            M3            Sylhet      Bogra   103      October   Week4   2009
140       Car            M9            Sylhet      Bogra   97      October   Week4   2009
99       Fan            M7            Sylhet      Bogra   117      October   Week4   2009
89       TV            M7            Mymensingh      Bogra   65      October   Week4   2009
99       Fan            M7            Sylhet      Bogra   49      October   Week4   2009
51       Car            M2            Khulna      Bogra   96      October   Week4   2009
125       CPU            M4            Chittagong      Bogra   85      October   Week1   2009
91       Watch            M3            Bogra      Bogra   60      October   Week1   2009
132       Watch            M8            Jessore      Bogra   74      October   Week1   2009
127       Motor            M5            Mymensingh      Bogra   40      October   Week1   2009
49       Mobile            M0            Mymensingh      Bogra   60      October   Week1   2009
106       Fan            M4            Rangpur      Bogra   99      October   Week1   2009
80       Car            M3            Bogra      Bogra   109      October   Week1   2009
116       Motor            M0            Rajshahi      Bogra   65      October   Week1   2009
71       TV            M3            Chittagong      Bogra   74      October   Week1   2009
107       RAM            M3            Rajshahi      Bogra   71      October   Week1   2009
72       Watch            M7            Bogra      Bogra   88      October   Week2   2009
63       Freeze            M1            Bogra      Bogra   42      October   Week2   2009
43       TV            M6            Mymensingh      Bogra   95      October   Week2   2009
99       Fan            M7            Mymensingh      Bogra   64      October   Week2   2009
111       Car            M0            Chittagong      Bogra   45      October   Week2   2009
111       Car            M0            Rangpur      Bogra   44      October   Week2   2009
172       Watch            M4            Sylhet      Bogra   27      October   Week2   2009
107       RAM            M3            Mymensingh      Bogra   73      October   Week2   2009
107       RAM            M3            Barisal      Bogra   21      October   Week2   2009
99       Fan            M7            Jessore      Bogra   52      October   Week2   2009
106       Fan            M4            Sylhet      Bogra   109      October   Week3   2009
125       CPU            M4            Mymensingh      Bogra   92      October   Week3   2009
72       Watch            M7            Bogra      Bogra   92      October   Week3   2009
157       RAM            M8            Jessore      Bogra   43      October   Week3   2009
156       Freeze            M8            Dhaka      Bogra   23      October   Week3   2009
127       Motor            M5            Mymensingh      Bogra   87      October   Week3   2009
57       Freeze            M4            Chittagong      Bogra   70      October   Week3   2009
79       Fan            M3            Bogra      Bogra   36      October   Week3   2009
194       Car            M6            Sylhet      Bogra   79      October   Week3   2009
43       TV            M6            Rangpur      Bogra   27      October   Week3   2009
70       Freeze            M0            Chittagong      Bogra   102      October   Week4   2009
162       Freeze            M9            Jessore      Bogra   117      October   Week4   2009
36       Motor            M8            Jessore      Bogra   94      October   Week4   2009
107       RAM            M3            Khulna      Bogra   84      October   Week4   2009
81       Watch            M6            Chittagong      Bogra   42      October   Week4   2009
138       Motor            M6            Jessore      Bogra   112      October   Week4   2009
154       Motor            M1            Barisal      Bogra   23      October   Week4   2009
36       Motor            M8            Rajshahi      Bogra   66      October   Week4   2009
139       CPU            M5            Sylhet      Bogra   76      October   Week4   2009
59       Motor            M2            Mymensingh      Bogra   111      October   Week4   2009
104       Computer            M7            Sylhet      Bogra   56      October   Week1   2009
127       Motor            M5            Khulna      Bogra   116      October   Week1   2009
149       RAM            M1            Bogra      Bogra   65      October   Week1   2009
127       Motor            M5            Mymensingh      Bogra   79      October   Week1   2009
125       CPU            M4            Bogra      Bogra   83      October   Week1   2009
60       Fan            M6            Rangpur      Bogra   20      October   Week1   2009
140       Car            M9            Mymensingh      Bogra   101      October   Week1   2009
162       Freeze            M9            Khulna      Bogra   48      October   Week1   2009
72       Watch            M7            Dhaka      Bogra   38      October   Week1   2009
114       TV            M4            Rajshahi      Bogra   24      October   Week1   2009
119       Mobile            M9            Jessore      Bogra   115      October   Week2   2009
82       CPU            M9            Chittagong      Bogra   21      October   Week2   2009
104       Computer            M7            Sylhet      Bogra   83      October   Week2   2009
77       CPU            M3            Chittagong      Bogra   53      October   Week2   2009
36       Motor            M8            Dhaka      Bogra   77      October   Week2   2009
72       Watch            M7            Rajshahi      Bogra   103      October   Week2   2009
118       RAM            M9            Sylhet      Bogra   22      October   Week2   2009
152       RAM            M2            Jessore      Bogra   26      October   Week2   2009
72       Watch            M7            Rajshahi      Bogra   89      October   Week2   2009
60       Fan            M6            Chittagong      Bogra   71      October   Week2   2009
104       Computer            M7            Barisal      Bogra   93      January   Week1   2010
118       RAM            M9            Khulna      Bogra   109      January   Week1   2010
133       Freeze            M5            Jessore      Bogra   24      January   Week1   2010
114       TV            M4            Rajshahi      Bogra   35      January   Week1   2010
185       Car            M5            Mymensingh      Bogra   106      January   Week1   2010
140       Car            M9            Khulna      Bogra   28      January   Week1   2010
140       Car            M9            Sylhet      Bogra   94      January   Week1   2010
81       Watch            M6            Jessore      Bogra   111      January   Week1   2010
154       Motor            M1            Sylhet      Bogra   71      January   Week1   2010
181       Car            M4            Jessore      Bogra   85      January   Week1   2010
162       Freeze            M9            Rangpur      Bogra   110      January   Week2   2010
99       Fan            M7            Barisal      Bogra   85      January   Week2   2010
88       Fan            M1            Rangpur      Bogra   38      January   Week2   2010
146       Fan            M9            Jessore      Bogra   50      January   Week2   2010
156       Freeze            M8            Sylhet      Bogra   58      January   Week2   2010
111       Car            M0            Rangpur      Bogra   43      January   Week2   2010
138       Motor            M6            Sylhet      Bogra   24      January   Week2   2010
88       Fan            M1            Jessore      Bogra   27      January   Week2   2010
101       Freeze            M6            Jessore      Bogra   56      January   Week2   2010
57       Freeze            M4            Jessore      Bogra   79      January   Week2   2010
188       CPU            M6            Chittagong      Bogra   48      January   Week3   2010
116       Motor            M0            Barisal      Bogra   94      January   Week3   2010
26       Fan            M0            Bogra      Bogra   25      January   Week3   2010
111       Car            M0            Mymensingh      Bogra   51      January   Week3   2010
72       Watch            M7            Jessore      Bogra   72      January   Week3   2010
89       TV            M7            Jessore      Bogra   97      January   Week3   2010
133       Freeze            M5            Rajshahi      Bogra   61      January   Week3   2010
19       CPU            M8            Mymensingh      Bogra   23      January   Week3   2010
92       Watch            M1            Jessore      Bogra   86      January   Week3   2010
103       Car            M8            Mymensingh      Bogra   118      January   Week3   2010
106       Fan            M4            Jessore      Bogra   56      January   Week4   2010
127       Motor            M5            Mymensingh      Bogra   97      January   Week4   2010
154       Motor            M1            Mymensingh      Bogra   23      January   Week4   2010
88       Fan            M1            Chittagong      Bogra   107      January   Week4   2010
172       Watch            M4            Bogra      Bogra   77      January   Week4   2010
140       Car            M9            Bogra      Bogra   44      January   Week4   2010
101       Freeze            M6            Rajshahi      Bogra   115      January   Week4   2010
118       RAM            M9            Barisal      Bogra   89      January   Week4   2010
88       Fan            M1            Mymensingh      Bogra   94      January   Week4   2010
107       RAM            M3            Mymensingh      Bogra   103      January   Week4   2010
77       CPU            M3            Jessore      Bogra   66      January   Week1   2010
106       Fan            M4            Jessore      Bogra   87      January   Week1   2010
74       Car            M7            Sylhet      Bogra   109      January   Week1   2010
181       Car            M4            Barisal      Bogra   83      January   Week1   2010
72       Watch            M7            Rangpur      Bogra   83      January   Week1   2010
194       Car            M6            Khulna      Bogra   31      January   Week1   2010
157       RAM            M8            Rangpur      Bogra   99      January   Week1   2010
26       Fan            M0            Jessore      Bogra   32      January   Week1   2010
57       Freeze            M4            Chittagong      Bogra   76      January   Week1   2010
127       Motor            M5            Jessore      Bogra   83      January   Week1   2010
125       CPU            M4            Mymensingh      Bogra   39      January   Week2   2010
92       Watch            M1            Khulna      Bogra   66      January   Week2   2010
71       TV            M3            Barisal      Bogra   55      January   Week2   2010
80       Car            M3            Rangpur      Bogra   112      January   Week2   2010
57       Freeze            M4            Sylhet      Bogra   47      January   Week2   2010
194       Car            M6            Barisal      Bogra   68      January   Week2   2010
189       Fan            M8            Chittagong      Bogra   105      January   Week2   2010
92       Watch            M1            Mymensingh      Bogra   22      January   Week2   2010
146       Fan            M9            Rajshahi      Bogra   105      January   Week2   2010
125       CPU            M4            Rangpur      Bogra   32      January   Week2   2010
120       Watch            M9            Dhaka      Bogra   46      January   Week3   2010
88       Fan            M1            Barisal      Bogra   21      January   Week3   2010
125       CPU            M4            Chittagong      Bogra   35      January   Week3   2010
19       CPU            M8            Rajshahi      Bogra   80      January   Week3   2010
134       RAM            M6            Mymensingh      Bogra   29      January   Week3   2010
177       Computer            M0            Mymensingh      Bogra   53      January   Week3   2010
62       CPU            M1            Rangpur      Bogra   59      January   Week3   2010
37       Motor            M9            Rangpur      Bogra   41      January   Week3   2010
146       Fan            M9            Barisal      Bogra   52      January   Week3   2010
43       TV            M6            Bogra      Bogra   29      January   Week3   2010
145       TV            M0            Chittagong      Bogra   70      January   Week4   2010
37       Motor            M9            Khulna      Bogra   114      January   Week4   2010
100       TV            M8            Jessore      Bogra   105      January   Week4   2010
116       Motor            M0            Bogra      Bogra   34      January   Week4   2010
140       Car            M9            Sylhet      Bogra   67      January   Week4   2010
164       Mobile            M4            Bogra      Bogra   101      January   Week4   2010
182       CPU            M2            Jessore      Bogra   21      January   Week4   2010
172       Watch            M4            Sylhet      Bogra   56      January   Week4   2010
63       Freeze            M1            Chittagong      Bogra   48      January   Week4   2010
79       Fan            M3            Mymensingh      Bogra   73      January   Week4   2010
185       Car            M5            Bogra      Bogra   36      January   Week1   2010
111       Car            M0            Rajshahi      Bogra   115      January   Week1   2010
107       RAM            M3            Mymensingh      Bogra   83      January   Week1   2010
49       Mobile            M0            Mymensingh      Bogra   37      January   Week1   2010
134       RAM            M6            Barisal      Bogra   54      January   Week1   2010
51       Car            M2            Khulna      Bogra   107      January   Week1   2010
38       Fan            M5            Rajshahi      Bogra   77      January   Week1   2010
99       Fan            M7            Sylhet      Bogra   38      January   Week1   2010
37       Motor            M9            Rangpur      Bogra   114      January   Week1   2010
194       Car            M6            Rajshahi      Bogra   91      January   Week1   2010
89       TV            M7            Mymensingh      Bogra   42      January   Week2   2010
95       CPU            M7            Mymensingh      Bogra   24      January   Week2   2010
107       RAM            M3            Rangpur      Bogra   61      January   Week2   2010
127       Motor            M5            Rangpur      Bogra   100      January   Week2   2010
111       Car            M0            Mymensingh      Bogra   54      January   Week2   2010
150       Watch            M0            Mymensingh      Bogra   78      January   Week2   2010
127       Motor            M5            Barisal      Bogra   44      January   Week2   2010
104       Computer            M7            Rajshahi      Bogra   38      January   Week2   2010
100       TV            M8            Mymensingh      Bogra   28      January   Week2   2010
120       Watch            M9            Rangpur      Bogra   54      January   Week2   2010
36       Motor            M8            Bogra      Bogra   76      February   Week1   2010
74       Car            M7            Khulna      Bogra   109      February   Week1   2010
60       Fan            M6            Chittagong      Bogra   85      February   Week1   2010
127       Motor            M5            Barisal      Bogra   74      February   Week1   2010
100       TV            M8            Bogra      Bogra   48      February   Week1   2010
134       RAM            M6            Mymensingh      Bogra   89      February   Week1   2010
146       Fan            M9            Rajshahi      Bogra   46      February   Week1   2010
